dx,dy
0.12086805555555553,0.031214285714285715
0.12086805555555553,0.02267605633802817
0.11921232876712327,0.01295774647887324
0.11921232876712327,0.004791666666666667
0.1156081081081081,-0.0015540540540540542
0.1156081081081081,-0.007770270270270271
0.11013333333333332,-0.015540540540540541
0.10816666666666666,-0.019671052631578947
0.10286184210526315,-0.025723684210526315
0.10092105263157894,-0.03066666666666667
0.09703947368421052,-0.03285714285714286
0.09194805194805195,-0.035844155844155845
0.08509615384615385,-0.03733766233766234
0.08237012987012987,-0.038831168831168834
0.07564102564102564,-0.03980769230769231
0.06908227848101266,-0.03980769230769231
0.06534810126582279,-0.03980769230769231
0.059,-0.03784810126582278
0.0553125,-0.0359375
0.053468749999999995,-0.0345
0.051625,-0.0330625
0.049166666666666664,-0.031625
0.04734567901234568,-0.028395061728395066
0.04496951219512195,-0.025243902439024392
0.04317073170731707,-0.024135802469135804
0.04137195121951219,-0.02103658536585366
0.04087349397590361,-0.019634146341463418
0.04137195121951219,-0.018231707317073173
0.04087349397590361,-0.018231707317073173
0.04087349397590361,-0.018231707317073173
0.04137195121951219,-0.018231707317073173
0.04137195121951219,-0.018231707317073173
0.03957317073170731,-0.018231707317073173
0.03777439024390244,-0.018231707317073173
0.03824074074074074,-0.019876543209876547
0.03641975308641975,-0.019876543209876547
0.036875,-0.019876543209876547
0.036875,-0.0186875
0.03734177215189873,-0.01892405063291139
0.03782051282051282,-0.01916666666666667
0.03592948717948718,-0.019415584415584417
0.03493421052631579,-0.019671052631578947
0.03343333333333333,-0.0184
0.02989864864864865,-0.018904109589041096
0.02626712328767123,-0.017569444444444447
0.02492957746478873,-0.014785714285714287
0.023514492753623186,-0.01
0.021691176470588235,-0.005073529411764706
0.019813432835820894,-0.0
0.01787878787878788,0.005227272727272728
0.015884615384615382,0.010615384615384615
0.013828125,0.014603174603174604
0.007137096774193549,0.018548387096774192
0.0,0.02262295081967213
-0.007375,0.023389830508474575
-0.015,0.025338983050847457
-0.02543103448275862,0.023793103448275864
-0.034241071428571426,0.020535714285714286
-0.04477678571428571,0.018482142857142857
-0.05363636363636363,0.014907407407407407
-0.06282407407407407,0.010849056603773586
-0.0695754716981132,0.008679245283018869
-0.07375,0.0066346153846153855
-0.08098039215686274,0.0045098039215686276
-0.08676470588235294,0.0045098039215686276
-0.08165178571428572,0.0023
-0.0874074074074074,0.0023
-0.09386363636363636,0.002346938775510204
-0.10018867924528302,0.002346938775510204
-0.1019090909090909,0.0023958333333333336
-0.10459090909090908,0.004791666666666667
-0.11410377358490566,0.007187500000000001
-0.11913461538461538,0.009787234042553192
-0.12245283018867924,0.01223404255319149
-0.12523584905660376,0.017127659574468088
-0.12837962962962962,0.019574468085106385
-0.13358490566037734,0.0225
-0.1391509433962264,0.02691489361702128
-0.14203703703703704,0.029361702127659577
-0.1475,0.034255319148936175
-0.1448181818181818,0.0375
-0.1475,0.0425
-0.15018181818181817,0.04648936170212766
-0.15286363636363634,0.05
-0.15286363636363634,0.05382978723404256
-0.15554545454545451,0.0575
-0.15554545454545451,0.06
-0.15554545454545451,0.0625
-0.15554545454545451,0.065
-0.15842592592592591,0.07
-0.15554545454545451,0.07411111111111111
-0.15569444444444444,0.0775
-0.15569444444444444,0.08
-0.15569444444444444,0.08433333333333334
-0.15296296296296297,0.085
-0.17956521739130435,0.08944444444444445
-0.17956521739130435,0.09
-0.17956521739130435,0.0925
-0.17315217391304347,0.09711111111111112
-0.1667391304347826,0.09966666666666667
-0.16353260869565217,0.10222222222222223
-0.16353260869565217,0.10477777777777779
-0.16388888888888886,0.10733333333333334
-0.1606111111111111,0.1098888888888889
-0.1606111111111111,0.11244444444444446
-0.15733333333333333,0.115
-0.15733333333333333,0.11755555555555557
